Mapping-template-london-ward-map-2018,Ward name,Borough name,shape,Values,,,Ensure Macros are enabled then paste your data into column E,,,,,,"To use different colours to the default ones, find the RGB values of the colours you want, and enter them into the cell grid starting in U22.",,,,,,,,,UpdateAllcells,,MapNameToShape,,,,,,,,,,,,1.0,Equal Ranges (4),38.7,755.0,,,,,,,,,,,MapNameToShape,
E05000529,South Twickenham,Richmond upon Thames,Freeform_13974,429.6,,,,,,,,,,,,,,,,,,,Camden Town with Primrose Hill,Freeform_14078,Freeform 14078,,,,,,,,,,,,,,,,,,,,,E05000130,Camden Town with Primrose Hill,Camden,Camden Town with Primrose Hill,Freeform_14078,Freeform 513
E05000530,Teddington,Richmond upon Thames,Freeform_13960,196.4,,,,,,,,,,,,,,,,,,,Cantelowes,Freeform_14079,Freeform 14079,,,,,,,,,,,,,,,,,,,,,E05000131,Cantelowes,Camden,Cantelowes,Freeform_14079,Freeform 514
E05000531,Twickenham Riverside,Richmond upon Thames,Freeform_13963,245.9,,,,,,,,,,,,,,,,,,,King's Cross,Freeform_14080,Freeform 14080,,,,,,,,,,,,,,,,,,,,,E05000141,King's Cross,Camden,King's Cross,Freeform_14080,Freeform 515
E05000532,West Twickenham,Richmond upon Thames,Freeform_13972,162.6,,,,,,,,,,,,,,,,,,,Fortune Green,Freeform_14081,Freeform 14081,,,,,,,,,,,,,,,,,,,,,E05000132,Fortune Green,Camden,Fortune Green,Freeform_14081,Freeform 516
E05000533,Whitton,Richmond upon Thames,Freeform_13973,93.4,,,,,,,,,,,,,,,,,,,Frognal and Fitzjohns,Freeform_14082,Freeform 14082,,,,,,,,,,,,,,,,,,,,,E05000133,Frognal and Fitzjohns,Camden,Frognal and Fitzjohns,Freeform_14082,Freeform 517
E05011095,Borough & Bankside,Southwark,Freeform_13818,97.5,,,,,,,,,,,,,,,,,,,Gospel Oak,Freeform_14083,Freeform 14083,,,,,,,,,,,,,,,,,,,,,E05000134,Gospel Oak,Camden,Gospel Oak,Freeform_14083,Freeform 518
E05011096,Camberwell Green,Southwark,Freeform_13809,176.8,,,,,,,,,,,,,,,,,,,Hampstead Town,Freeform_14084,Freeform 14084,,,,,,,,,,,,,,,,,,,,,E05000135,Hampstead Town,Camden,Hampstead Town,Freeform_14084,Freeform 519
E05011097,Champion Hill,Southwark,Freeform_13806,82.0,,,,,,,,,,,,,,,,,,,Kentish Town,Freeform_14085,Freeform 14085,,,,,,,,,,,,,,,,,,,,,E05000139,Kentish Town,Camden,Kentish Town,Freeform_14085,Freeform 520
E05011098,Chaucer,Southwark,Freeform_13825,323.3,,,,,,,,,,,,,,,,,,,West Hampstead,Freeform_14086,Freeform 14086,,,,,,,,,,,,,,,,,,,,,E05000145,West Hampstead,Camden,West Hampstead,Freeform_14086,Freeform 521
E05011099,Dulwich Hill,Southwark,Freeform_13807,102.1,,,,,,,,,,,,,,,,,,,Belsize,Freeform_14087,Freeform 14087,,,,,,,,,,,,,,,,,,,,,E05000128,Belsize,Camden,Belsize,Freeform_14087,Freeform 522
E05011100,Dulwich Village,Southwark,Freeform_13805,114.7,,,,,,,,,,,,,,,,,,,Haverstock,Freeform_14088,Freeform 14088,,,,,,,,,,,,,,,,,,,,,E05000136,Haverstock,Camden,Haverstock,Freeform_14088,Freeform 523
E05011101,Dulwich Wood,Southwark,Freeform_13803,87.8,,,,,,,,,,,,,,,,,,,Regent's Park,Freeform_14089,Freeform 14089,,,,,,,,,,,,,,,,,,,,,E05000142,Regent's Park,Camden,Regent's Park,Freeform_14089,Freeform 524
E05011102,Faraday,Southwark,Freeform_13815,121.5,,,,,,,,,,,,,,,,,,,St. Katharine's & Wapping,Freeform_14090,Freeform 14090,,,,,,,,,,,,,,,,,,,,,E05009330,St. Katharine's & Wapping,Tower Hamlets,St. Katharine's & Wapping,Freeform_14090,Freeform 525
E05011103,Goose Green,Southwark,Freeform_13822,143.8,,,,,,,,,,,,,,,,,,,Shadwell,Freeform_14091,Freeform 14091,,,,,,,,,,,,,,,,,,,,,E05009332,Shadwell,Tower Hamlets,Shadwell,Freeform_14091,Freeform 526
E05011104,London Bridge & West Bermondsey,Southwark,Freeform_13819,83.4,,,,,,,,,,,,,,,,,,,Island Gardens,Freeform_14092,Freeform 14092,,,,,,,,,,,,,,,,,,,,,E05009324,Island Gardens,Tower Hamlets,Island Gardens,Freeform_14092,Freeform 527
E05011105,Newington,Southwark,Freeform_13814,132.8,,,,,,,,,,,,,,,,,,,Canary Wharf,Freeform_14093,Freeform 14093,,,,,,,,,,,,,,,,,,,,,E05009323,Canary Wharf,Tower Hamlets,Canary Wharf,Freeform_14093,Freeform 528
E05011106,North Bermondsey,Southwark,Freeform_13820,87.0,,,,,,,,,,,,,,,,,,,Blackwall & Cubitt Town,Freeform_14094,Freeform 14094,,,,,,,,,,,,,,,,,,,,,E05009318,Blackwall & Cubitt Town,Tower Hamlets,Blackwall & Cubitt Town,Freeform_14094,Freeform 529
E05011107,North Walworth,Southwark,Freeform_13824,225.2,,,,,,,,,,,,,,,,,,,Poplar,Freeform_14095,Freeform 14095,,,,,,,,,,,,,,,,,,,,,E05009328,Poplar,Tower Hamlets,Poplar,Freeform_14095,Freeform 530
E05011108,Nunhead & Queen's Road,Southwark,Freeform_13812,132.8,,,,,,,,,,,,,,,,,,,Spitalfields & Banglatown,Freeform_14096,Freeform 14096,,,,,,,,,,,,,,,,,,,,,E05009333,Spitalfields & Banglatown,Tower Hamlets,Spitalfields & Banglatown,Freeform_14096,Freeform 531
E05011109,Old Kent Road,Southwark,Freeform_13816,149.1,,,,,,,,,,,,,,,,,,,St. Peter's,Freeform_14097,Freeform 14097,,,,,,,,,,,,,,,,,,,,,E05009331,St. Peter's,Tower Hamlets,St. Peter's,Freeform_14097,Freeform 532
E05011110,Peckham,Southwark,Freeform_13813,97.4,,,,,,,,,,,,,,,,,,,Bethnal Green,Freeform_14098,Freeform 14098,,,,,,,,,,,,,,,,,,,,,E05009317,Bethnal Green,Tower Hamlets,Bethnal Green,Freeform_14098,Freeform 533
E05011111,Peckham Rye,Southwark,Freeform_13808,133.1,,,,,,,,,,,,,,,,,,,St. Dunstan's,Freeform_14099,Freeform 14099,,,,,,,,,,,,,,,,,,,,,E05009329,St. Dunstan's,Tower Hamlets,St. Dunstan's,Freeform_14099,Freeform 534
E05011112,Rotherhithe,Southwark,Freeform_13804,190.1,,,,,,,,,,,,,,,,,,,Mile End,Freeform_14100,Freeform 14100,,,,,,,,,,,,,,,,,,,,,E05009327,Mile End,Tower Hamlets,Mile End,Freeform_14100,Freeform 535
E05011113,Rye Lane,Southwark,Freeform_13811,138.9,,,,,,,,,,,,,,,,,,,Lansbury,Freeform_14101,Freeform 14101,,,,,,,,,,,,,,,,,,,,,E05009325,Lansbury,Tower Hamlets,Lansbury,Freeform_14101,Freeform 536
E05011116,South Bermondsey,Southwark,Freeform_13817,278.7,,,,,,,,,,,,,,,,,,,Bromley South,Freeform_14102,Freeform 14102,,,,,,,,,,,,,,,,,,,,,E05009322,Bromley South,Tower Hamlets,Bromley South,Freeform_14102,Freeform 537
E05011114,St. George's,Southwark,Freeform_13823,498.8,,,,,,,,,,,,,,,,,,,Bow West,Freeform_14103,Freeform 14103,,,,,,,,,,,,,,,,,,,,,E05009320,Bow West,Tower Hamlets,Bow West,Freeform_14103,Freeform 538
E05011115,St. Giles,Southwark,Freeform_13810,306.1,,,,,,,,,,,,,,,,,,,Bow East,Freeform_14104,Freeform 14104,,,,,,,,,,,,,,,,,,,,,E05009319,Bow East,Tower Hamlets,Bow East,Freeform_14104,Freeform 539
E05011117,Surrey Docks,Southwark,Freeform_13821,233.3,,,,,,,,,,,,,,,,,,,Bromley North,Freeform_14105,Freeform 14105,,,,,,,,,,,,,,,,,,,,,E05009321,Bromley North,Tower Hamlets,Bromley North,Freeform_14105,Freeform 540
E05000555,Beddington North,Sutton,Freeform_13958,202.4,,,,,,,,,,,,,,,,,,,Whitechapel,Freeform_14106,Freeform 14106,,,,,,,,,,,,,,,,,,,,,E05009336,Whitechapel,Tower Hamlets,Whitechapel,Freeform_14106,Freeform 541
E05000556,Beddington South,Sutton,Freeform_13943,705.3,,,,,,,,,,,,,,,,,,,Stepney Green,Freeform_14107,Freeform 14107,,,,,,,,,,,,,,,,,,,,,E05009334,Stepney Green,Tower Hamlets,Stepney Green,Freeform_14107,Freeform 542
E05000557,Belmont,Sutton,Freeform_13946,393.0,,,,,,,,,,,,,,,,,,,Limehouse,Freeform_14108,Freeform 14108,,,,,,,,,,,,,,,,,,,,,E05009326,Limehouse,Tower Hamlets,Limehouse,Freeform_14108,Freeform 543
E05000558,Carshalton Central,Sutton,Freeform_13952,190.7,,,,,,,,,,,,,,,,,,,Weavers,Freeform_14109,Freeform 14109,,,,,,,,,,,,,,,,,,,,,E05009335,Weavers,Tower Hamlets,Weavers,Freeform_14109,Freeform 544
E05000559,Carshalton South And Clockhouse,Sutton,Freeform_13941,149.7,,,,,,,,,,,,,,,,,,,Clerkenwell,Freeform_14110,Freeform 14110,,,,,,,,,,,,,,,,,,,,,E05000370,Clerkenwell,Islington,Clerkenwell,Freeform_14110,Freeform 545
E05000560,Cheam,Sutton,Freeform_13942,198.4,,,,,,,,,,,,,,,,,,,Caledonian,Freeform_14111,Freeform 14111,,,,,,,,,,,,,,,,,,,,,E05000368,Caledonian,Islington,Caledonian,Freeform_14111,Freeform 546
E05000561,Nonsuch,Sutton,Freeform_13947,131.0,,,,,,,,,,,,,,,,,,,St. Mary's,Freeform_14112,Freeform 14112,,,,,,,,,,,,,,,,,,,,,E05000379,St. Mary's,Islington,St. Mary's,Freeform_14112,Freeform 547
E05000562,St. Helier,Sutton,Freeform_13944,187.4,,,,,,,,,,,,,,,,,,,Holloway,Freeform_14113,Freeform 14113,,,,,,,,,,,,,,,,,,,,,E05000375,Holloway,Islington,Holloway,Freeform_14113,Freeform 548
E05000563,Stonecot,Sutton,Freeform_13954,127.2,,,,,,,,,,,,,,,,,,,Highbury East,Freeform_14114,Freeform 14114,,,,,,,,,,,,,,,,,,,,,E05000372,Highbury East,Islington,Highbury East,Freeform_14114,Freeform 549
E05000564,Sutton Central,Sutton,Freeform_13951,178.2,,,,,,,,,,,,,,,,,,,Highbury West,Freeform_14115,Freeform 14115,,,,,,,,,,,,,,,,,,,,,E05000373,Highbury West,Islington,Highbury West,Freeform_14115,Freeform 550
E05000565,Sutton North,Sutton,Freeform_13953,148.4,,,,,,,,,,,,,,,,,,,Tollington,Freeform_14116,Freeform 14116,,,,,,,,,,,,,,,,,,,,,E05000381,Tollington,Islington,Tollington,Freeform_14116,Freeform 551
E05000566,Sutton South,Sutton,Freeform_13949,161.9,,,,,,,,,,,,,,,,,,,Bunhill,Freeform_14117,Freeform 14117,,,,,,,,,,,,,,,,,,,,,E05000367,Bunhill,Islington,Bunhill,Freeform_14117,Freeform 552
E05000567,Sutton West,Sutton,Freeform_13950,171.8,,,,,,,,,,,,,,,,,,,St. Peter's,Freeform_14118,Freeform 14118,,,,,,,,,,,,,,,,,,,,,E05000380,St. Peter's,Islington,St. Peter's,Freeform_14118,Freeform 553
E05000568,The Wrythe,Sutton,Freeform_13955,205.4,,,,,,,,,,,,,,,,,,,Canonbury,Freeform_14119,Freeform 14119,,,,,,,,,,,,,,,,,,,,,E05000369,Canonbury,Islington,Canonbury,Freeform_14119,Freeform 554
E05000569,Wallington North,Sutton,Freeform_13957,195.7,,,,,,,,,,,,,,,,,,,Barnsbury,Freeform_14120,Freeform 14120,,,,,,,,,,,,,,,,,,,,,E05000366,Barnsbury,Islington,Barnsbury,Freeform_14120,Freeform 555
E05000570,Wallington South,Sutton,Freeform_13956,121.4,,,,,,,,,,,,,,,,,,,St. George's,Freeform_14121,Freeform 14121,,,,,,,,,,,,,,,,,,,,,E05000378,St. George's,Islington,St. George's,Freeform_14121,Freeform 556
E05000571,Wandle Valley,Sutton,Freeform_13945,188.1,,,,,,,,,,,,,,,,,,,Junction,Freeform_14122,Freeform 14122,,,,,,,,,,,,,,,,,,,,,E05000376,Junction,Islington,Junction,Freeform_14122,Freeform 557
E05000572,Worcester Park,Sutton,Freeform_13948,186.6,,,,,,,,,,,,,,,,,,,Finsbury Park,Freeform_14123,Freeform 14123,,,,,,,,,,,,,,,,,,,,,E05000371,Finsbury Park,Islington,Finsbury Park,Freeform_14123,Freeform 558
E05009317,Bethnal Green,Tower Hamlets,Freeform_14098,134.3,,,,,,,,,,,,,,,,,,,Hillrise,Freeform_14124,Freeform 14124,,,,,,,,,,,,,,,,,,,,,E05000374,Hillrise,Islington,Hillrise,Freeform_14124,Freeform 559
E05009318,Blackwall & Cubitt Town,Tower Hamlets,Freeform_14094,60.7,,,,,,,,,,,,,,,,,,,Mildmay,Freeform_14125,Freeform 14125,,,,,,,,,,,,,,,,,,,,,E05000377,Mildmay,Islington,Mildmay,Freeform_14125,Freeform 560
E05009319,Bow East,Tower Hamlets,Freeform_14104,68.8,,,,,,,,,,,,,,,,,,,Hoxton East & Shoreditch,Freeform_14126,Freeform 14126,,,,,,,,,,,,,,,,,,,,,E05009377,Hoxton East & Shoreditch,Hackney,Hoxton East & Shoreditch,Freeform_14126,Freeform 561
E05009320,Bow West,Tower Hamlets,Freeform_14103,164.2,,,,,,,,,,,,,,,,,,,Haggerston,Freeform_14127,Freeform 14127,,,,,,,,,,,,,,,,,,,,,E05009375,Haggerston,Hackney,Haggerston,Freeform_14127,Freeform 562
E05009321,Bromley North,Tower Hamlets,Freeform_14105,150.8,,,,,,,,,,,,,,,,,,,De Beauvoir,Freeform_14128,Freeform 14128,,,,,,,,,,,,,,,,,,,,,E05009371,De Beauvoir,Hackney,De Beauvoir,Freeform_14128,Freeform 563
E05009322,Bromley South,Tower Hamlets,Freeform_14102,131.6,,,,,,,,,,,,,,,,,,,London Fields,Freeform_14129,Freeform 14129,,,,,,,,,,,,,,,,,,,,,E05009381,London Fields,Hackney,London Fields,Freeform_14129,Freeform 564
E05009323,Canary Wharf,Tower Hamlets,Freeform_14093,49.6,,,,,,,,,,,,,,,,,,,Hackney Wick,Freeform_14130,Freeform 14130,,,,,,,,,,,,,,,,,,,,,E05009374,Hackney Wick,Hackney,Hackney Wick,Freeform_14130,Freeform 565
E05009324,Island Gardens,Tower Hamlets,Freeform_14092,121.5,,,,,,,,,,,,,,,,,,,Clissold,Freeform_14131,Freeform 14131,,,,,,,,,,,,,,,,,,,,,E05009369,Clissold,Hackney,Clissold,Freeform_14131,Freeform 566
E05009325,Lansbury,Tower Hamlets,Freeform_14101,71.0,,,,,,,,,,,,,,,,,,,Hackney Downs,Freeform_14132,Freeform 14132,,,,,,,,,,,,,,,,,,,,,E05009373,Hackney Downs,Hackney,Hackney Downs,Freeform_14132,Freeform 567
E05009326,Limehouse,Tower Hamlets,Freeform_14108,67.9,,,,,,,,,,,,,,,,,,,Lea Bridge,Freeform_14133,Freeform 14133,,,,,,,,,,,,,,,,,,,,,E05009380,Lea Bridge,Hackney,Lea Bridge,Freeform_14133,Freeform 568
E05009327,Mile End,Tower Hamlets,Freeform_14100,149.1,,,,,,,,,,,,,,,,,,,Cazenove,Freeform_14134,Freeform 14134,,,,,,,,,,,,,,,,,,,,,E05009368,Cazenove,Hackney,Cazenove,Freeform_14134,Freeform 569
E05009328,Poplar,Tower Hamlets,Freeform_14095,108.4,,,,,,,,,,,,,,,,,,,Springfield,Freeform_14135,Freeform 14135,,,,,,,,,,,,,,,,,,,,,E05009383,Springfield,Hackney,Springfield,Freeform_14135,Freeform 570
E05009329,St. Dunstan's,Tower Hamlets,Freeform_14099,64.3,,,,,,,,,,,,,,,,,,,King's Park,Freeform_14136,Freeform 14136,,,,,,,,,,,,,,,,,,,,,E05009379,King's Park,Hackney,King's Park,Freeform_14136,Freeform 571
E05009330,St. Katharine's & Wapping,Tower Hamlets,Freeform_14090,90.9,,,,,,,,,,,,,,,,,,,Brownswood,Freeform_14137,Freeform 14137,,,,,,,,,,,,,,,,,,,,,E05009367,Brownswood,Hackney,Brownswood,Freeform_14137,Freeform 572
E05009331,St. Peter's,Tower Hamlets,Freeform_14097,64.8,,,,,,,,,,,,,,,,,,,Hoxton West,Freeform_14138,Freeform 14138,,,,,,,,,,,,,,,,,,,,,E05009378,Hoxton West,Hackney,Hoxton West,Freeform_14138,Freeform 573
E05009332,Shadwell,Tower Hamlets,Freeform_14091,67.5,,,,,,,,,,,,,,,,,,,Dalston,Freeform_14139,Freeform 14139,,,,,,,,,,,,,,,,,,,,,E05009370,Dalston,Hackney,Dalston,Freeform_14139,Freeform 574
E05009333,Spitalfields & Banglatown,Tower Hamlets,Freeform_14096,96.0,,,,,,,,,,,,,,,,,,,Victoria,Freeform_14140,Freeform 14140,,,,,,,,,,,,,,,,,,,,,E05009386,Victoria,Hackney,Victoria,Freeform_14140,Freeform 575
E05009334,Stepney Green,Tower Hamlets,Freeform_14107,85.8,,,,,,,,,,,,,,,,,,,Hackney Central,Freeform_14141,Freeform 14141,,,,,,,,,,,,,,,,,,,,,E05009372,Hackney Central,Hackney,Hackney Central,Freeform_14141,Freeform 576
E05009335,Weavers,Tower Hamlets,Freeform_14109,105.7,,,,,,,,,,,,,,,,,,,Homerton,Freeform_14142,Freeform 14142,,,,,,,,,,,,,,,,,,,,,E05009376,Homerton,Hackney,Homerton,Freeform_14142,Freeform 577
E05009336,Whitechapel,Tower Hamlets,Freeform_14106,185.0,,,,,,,,,,,,,,,,,,,Shacklewell,Freeform_14143,Freeform 14143,,,,,,,,,,,,,,,,,,,,,E05009382,Shacklewell,Hackney,Shacklewell,Freeform_14143,Freeform 578
E05000590,Cann Hall,Waltham Forest,Freeform_13914,372.7,,,,,,,,,,,,,,,,,,,Stoke Newington,Freeform_14144,Freeform 14144,,,,,,,,,,,,,,,,,,,,,E05009385,Stoke Newington,Hackney,Stoke Newington,Freeform_14144,Freeform 579
E05000591,Cathall,Waltham Forest,Freeform_13904,194.9,,,,,,,,,,,,,,,,,,,Woodberry Down,Freeform_14145,Freeform 14145,,,,,,,,,,,,,,,,,,,,,E05009387,Woodberry Down,Hackney,Woodberry Down,Freeform_14145,Freeform 580
E05000592,Chapel End,Waltham Forest,Freeform_13912,198.6,,,,,,,,,,,,,,,,,,,Stamford Hill West,Freeform_14146,Freeform 14146,,,,,,,,,,,,,,,,,,,,,E05009384,Stamford Hill West,Hackney,Stamford Hill West,Freeform_14146,Freeform 581
E05000593,Chingford Green,Waltham Forest,Freeform_13903,89.6,,,,,,,,,,,,,,,,,,,Highgate,Freeform_14147,Freeform 14147,,,,,,,,,,,,,,,,,,,,,E05000272,Highgate,Haringey,Highgate,Freeform_14147,Freeform 582
E05000594,Endlebury,Waltham Forest,Freeform_13916,234.7,,,,,,,,,,,,,,,,,,,Harringay,Freeform_14148,Freeform 14148,,,,,,,,,,,,,,,,,,,,,E05000271,Harringay,Haringey,Harringay,Freeform_14148,Freeform 583
E05000595,Forest,Waltham Forest,Freeform_13908,241.6,,,,,,,,,,,,,,,,,,,Fortis Green,Freeform_14149,Freeform 14149,,,,,,,,,,,,,,,,,,,,,E05000270,Fortis Green,Haringey,Fortis Green,Freeform_14149,Freeform 584
E05000596,Grove Green,Waltham Forest,Freeform_13907,305.9,,,,,,,,,,,,,,,,,,,Bounds Green,Freeform_14150,Freeform 14150,,,,,,,,,,,,,,,,,,,,,E05000267,Bounds Green,Haringey,Bounds Green,Freeform_14150,Freeform 585
E05000597,Hale End And Highams Park,Waltham Forest,Freeform_13913,322.1,,,,,,,,,,,,,,,,,,,Crouch End,Freeform_14151,Freeform 14151,,,,,,,,,,,,,,,,,,,,,E05000269,Crouch End,Haringey,Crouch End,Freeform_14151,Freeform 586
E05000598,Hatch Lane,Waltham Forest,Freeform_13917,110.0,,,,,,,,,,,,,,,,,,,Stroud Green,Freeform_14152,Freeform 14152,,,,,,,,,,,,,,,,,,,,,E05000279,Stroud Green,Haringey,Stroud Green,Freeform_14152,Freeform 587
E05000599,High Street,Waltham Forest,Freeform_13900,206.6,,,,,,,,,,,,,,,,,,,Muswell Hill,Freeform_14153,Freeform 14153,,,,,,,,,,,,,,,,,,,,,E05000274,Muswell Hill,Haringey,Muswell Hill,Freeform_14153,Freeform 588
E05000600,Higham Hill,Waltham Forest,Freeform_13901,264.7,,,,,,,,,,,,,,,,,,,Hornsey,Freeform_14154,Freeform 14154,,,,,,,,,,,,,,,,,,,,,E05000273,Hornsey,Haringey,Hornsey,Freeform_14154,Freeform 589
E05000601,Hoe Street,Waltham Forest,Freeform_13910,203.2,,,,,,,,,,,,,,,,,,,Alexandra,Freeform_14155,Freeform 14155,,,,,,,,,,,,,,,,,,,,,E05000266,Alexandra,Haringey,Alexandra,Freeform_14155,Freeform 590
E05000602,Larkswood,Waltham Forest,Freeform_13915,130.6,,,,,,,,,,,,,,,,,,,Noel Park,Freeform_14156,Freeform 14156,,,,,,,,,,,,,,,,,,,,,E05000275,Noel Park,Haringey,Noel Park,Freeform_14156,Freeform 591
E05000603,Lea Bridge,Waltham Forest,Freeform_13905,145.7,,,,,,,,,,,,,,,,,,,Woodside,Freeform_14157,Freeform 14157,,,,,,,,,,,,,,,,,,,,,E05000284,Woodside,Haringey,Woodside,Freeform_14157,Freeform 592
E05000604,Leyton,Waltham Forest,Freeform_13899,198.5,,,,,,,,,,,,,,,,,,,St. Ann's,Freeform_14158,Freeform 14158,,,,,,,,,,,,,,,,,,,,,E05000277,St. Ann's,Haringey,St. Ann's,Freeform_14158,Freeform 593
E05000605,Leytonstone,Waltham Forest,Freeform_13918,99.9,,,,,,,,,,,,,,,,,,,Seven Sisters,Freeform_14159,Freeform 14159,,,,,,,,,,,,,,,,,,,,,E05000278,Seven Sisters,Haringey,Seven Sisters,Freeform_14159,Freeform 594
E05000606,Markhouse,Waltham Forest,Freeform_13906,185.0,,,,,,,,,,,,,,,,,,,Tottenham Green,Freeform_14160,Freeform 14160,,,,,,,,,,,,,,,,,,,,,E05000280,Tottenham Green,Haringey,Tottenham Green,Freeform_14160,Freeform 595
E05000607,Valley,Waltham Forest,Freeform_13902,121.2,,,,,,,,,,,,,,,,,,,West Green,Freeform_14161,Freeform 14161,,,,,,,,,,,,,,,,,,,,,E05000282,West Green,Haringey,West Green,Freeform_14161,Freeform 596
E05000608,William Morris,Waltham Forest,Freeform_13909,180.5,,,,,,,,,,,,,,,,,,,Tottenham Hale,Freeform_14162,Freeform 14162,,,,,,,,,,,,,,,,,,,,,E05000281,Tottenham Hale,Haringey,Tottenham Hale,Freeform_14162,Freeform 597
E05000609,Wood Street,Waltham Forest,Freeform_13911,140.3,,,,,,,,,,,,,,,,,,,White Hart Lane,Freeform_14163,Freeform 14163,,,,,,,,,,,,,,,,,,,,,E05000283,White Hart Lane,Haringey,White Hart Lane,Freeform_14163,Freeform 598
E05000610,Balham,Wandsworth,Freeform_14011,161.0,,,,,,,,,,,,,,,,,,,Bruce Grove,Freeform_14164,Freeform 14164,,,,,,,,,,,,,,,,,,,,,E05000268,Bruce Grove,Haringey,Bruce Grove,Freeform_14164,Freeform 599
E05000611,Bedford,Wandsworth,Freeform_14010,145.4,,,,,,,,,,,,,,,,,,,Northumberland Park,Freeform_14165,Freeform 14165,,,,,,,,,,,,,,,,,,,,,E05000276,Northumberland Park,Haringey,Northumberland Park,Freeform_14165,Freeform 600
E05000612,Earlsfield,Wandsworth,Freeform_14007,141.5,,,,,,,,,,,,,,,,,,,Royal Docks,Freeform_14166,Freeform 14166,,,,,,,,,,,,,,,,,,,,,E05000491,Royal Docks,Newham,Royal Docks,Freeform_14166,Freeform 601
E05000613,East Putney,Wandsworth,Freeform_14003,101.1,,,,,,,,,,,,,,,,,,,Canning Town North,Freeform_14167,Freeform 14167,,,,,,,,,,,,,,,,,,,,,E05000477,Canning Town North,Newham,Canning Town North,Freeform_14167,Freeform 602
E05000614,Fairfield,Wandsworth,Freeform_14012,108.3,,,,,,,,,,,,,,,,,,,Beckton,Freeform_14168,Freeform 14168,,,,,,,,,,,,,,,,,,,,,E05000475,Beckton,Newham,Beckton,Freeform_14168,Freeform 603
E05000615,Furzedown,Wandsworth,Freeform_14009,123.2,,,,,,,,,,,,,,,,,,,East Ham South,Freeform_14169,Freeform 14169,,,,,,,,,,,,,,,,,,,,,E05000482,East Ham South,Newham,East Ham South,Freeform_14169,Freeform 604
E05000616,Graveney,Wandsworth,Freeform_14004,167.5,,,,,,,,,,,,,,,,,,,Stratford and New Town,Freeform_14170,Freeform 14170,,,,,,,,,,,,,,,,,,,,,E05000492,Stratford and New Town,Newham,Stratford and New Town,Freeform_14170,Freeform 605
E05000617,Latchmere,Wandsworth,Freeform_14014,320.5,,,,,,,,,,,,,,,,,,,Canning Town South,Freeform_14172,Freeform 14172,,,,,,,,,,,,,,,,,,,,,E05000478,Canning Town South,Newham,Canning Town South,Freeform_14172,Freeform 607
E05000618,Nightingale,Wandsworth,Freeform_14008,442.4,,,,,,,,,,,,,,,,,,,Custom House,Freeform_14173,Freeform 14173,,,,,,,,,,,,,,,,,,,,,E05000479,Custom House,Newham,Custom House,Freeform_14173,Freeform 608
E05000619,Northcote,Wandsworth,Freeform_14013,139.7,,,,,,,,,,,,,,,,,,,Plaistow South,Freeform_14174,Freeform 14174,,,,,,,,,,,,,,,,,,,,,E05000490,Plaistow South,Newham,Plaistow South,Freeform_14174,Freeform 609
E05000620,Queenstown,Wandsworth,Freeform_14016,94.8,,,,,,,,,,,,,,,,,,,West Ham,Freeform_14175,Freeform 14175,,,,,,,,,,,,,,,,,,,,,E05000494,West Ham,Newham,West Ham,Freeform_14175,Freeform 610
E05000621,Roehampton And Putney Heath,Wandsworth,Freeform_13998,152.5,,,,,,,,,,,,,,,,,,,Plaistow North,Freeform_14176,Freeform 14176,,,,,,,,,,,,,,,,,,,,,E05000489,Plaistow North,Newham,Plaistow North,Freeform_14176,Freeform 611
E05000622,St. Mary's Park,Wandsworth,Freeform_14015,192.2,,,,,,,,,,,,,,,,,,,Forest Gate South,Freeform_14177,Freeform 14177,,,,,,,,,,,,,,,,,,,,,E05000484,Forest Gate South,Newham,Forest Gate South,Freeform_14177,Freeform 612
E05000623,Shaftesbury,Wandsworth,Freeform_14017,160.0,,,,,,,,,,,,,,,,,,,Boleyn,Freeform_14178,Freeform 14178,,,,,,,,,,,,,,,,,,,,,E05000476,Boleyn,Newham,Boleyn,Freeform_14178,Freeform 613
E05000624,Southfields,Wandsworth,Freeform_14006,276.5,,,,,,,,,,,,,,,,,,,East Ham Central,Freeform_14179,Freeform 14179,,,,,,,,,,,,,,,,,,,,,E05000480,East Ham Central,Newham,East Ham Central,Freeform_14179,Freeform 614
E05000625,Thamesfield,Wandsworth,Freeform_13999,168.6,,,,,,,,,,,,,,,,,,,Green Street West,Freeform_14180,Freeform 14180,,,,,,,,,,,,,,,,,,,,,E05000486,Green Street West,Newham,Green Street West,Freeform_14180,Freeform 615
E05000626,Tooting,Wandsworth,Freeform_14005,184.8,,,,,,,,,,,,,,,,,,,Green Street East,Freeform_14181,Freeform 14181,,,,,,,,,,,,,,,,,,,,,E05000485,Green Street East,Newham,Green Street East,Freeform_14181,Freeform 616
E05000627,Wandsworth Common,Wandsworth,Freeform_14000,109.5,,,,,,,,,,,,,,,,,,,East Ham North,Freeform_14182,Freeform 14182,,,,,,,,,,,,,,,,,,,,,E05000481,East Ham North,Newham,East Ham North,Freeform_14182,Freeform 617
E05000628,West Hill,Wandsworth,Freeform_14001,51.9,,,,,,,,,,,,,,,,,,,Wall End,Freeform_14183,Freeform 14183,,,,,,,,,,,,,,,,,,,,,E05000493,Wall End,Newham,Wall End,Freeform_14183,Freeform 618
